Page ID,Page name,Disclaimer,Amount spent (CHF),Number of ads in Library
100332749664541,Ja zum Klimaschutz-Gesetz,JA zum Klimaschutz,9366,34
97220294896,SP Schweiz,SP Schweiz,8659,29
126289610761942,Grünliberale,Grünliberale,3505,46
106321615725425,Oui à la Loi climat,Oui à la loi climat,3428,34
107793295629503,Tourismus für das Klimagesetz,Tourismuskomitee «JA zum Klimagesetz»,2731,41
349450293419,Schweizerische Energie-Stiftung SES,Schweizerische Energie-Stiftung SES,2352,11
291359247729208,PS Suisse,PS Suisse,2299,4
191859734164694,Pro Infirmis,Pro Infirmis,2269,3
1659576160959696,Guido Fluri Stiftung,Guido Fluri Stiftung,2109,24
169510248558,Die Mitte - Le Centre,Die Mitte,2072,14
103426324579756,Ein Lohn zum Leben,Ein Lohn zum Leben,1992,2
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,1668,6
108893095528257,In185-Non,IN 185,1532,2
108204507991414,Zukunft sichern,Allianz für ein JA zur OECD-Mindeststeuer,1382,7
84150672409,SP Stadt Zürich,SP Stadt Zürich,1348,9
113106815069066,"OUI à la LEFI - Notre logement, c’est toute notre vie",CGI,1300,12
102014399307738,Direkt,direkt,1295,7
1320679421302500,HabitatDurable,Casafair - HabitatDurable,1102,14
114275974912005,GE équilibre fiscal,GE équilibre fiscal,1073,11
257497631736082,Gletscher-Initiative,Verein Klimaschutz Schweiz,1047,8
112878345109547,NON-in181 - NON à cette bombe fiscale,Fer Genève,985,8
309380022477251,Casafair,Casafair,816,13
122487807413337,Mehr günstige Wohnungen in Zürich,Mehr günstige Wohnungen in Zürich,719,2
1027844850652657,Boomerang Ideas,Boomerang Ideas AG,683,48
179829952053386,Vert'libéraux,Parti vert'libéral Suisse,643,20
103915262545181,KMU geprüft,KMU geprüft,626,1
101715872923024,Mindestlohn NEIN,Überparteiliches Komitee NEIN zum Mindestlohn,516,18
131066326987,SP Kanton Zürich,SP Kanton Zürich,508,8
334655940216136,Nein zum Stromfresser-Gesetz,Nein zum Stromfresser-Gesetz,498,3
255506388731408,Biodiversitätsinitiative / Initiative biodiversité,Biodiversitätsinitiative / Initiative biodiversité,477,20
169752569742293,Schweizerischer Gewerbeverband sgv,Schweizerischer Gewerbeverband sgv,472,8
51415837765,Greenpeace Switzerland,Greenpeace Switzerland,468,5
300470840045078,Sanitas Krankenversicherung,These ads ran without a disclaimer,373,2
48980326364,Public Eye,Public Eye,349,12
106434042447582,oui-acacias.ch,Comité unitaire en faveur du PLQ Acacias 1,334,14
348181055257294,suisse.ing - Top of Engineering,suisse.ing,317,2
154976914534194,Save the Children Schweiz/Suisse,Save the Children Schweiz,312,38
535897123124799,Jeunes Libéraux-Radicaux Suisse,Jeunes Libéraux-Radicaux Suisses,282,21
1509464445976953,IHK Thurgau,IHK Thurgau,279,16
8142847754,Jungfreisinnige Schweiz,Jungfreisinnige Schweiz,277,26
105117748995381,Next Generation Riva,Next Generation Riva,249,6
221555984562317,SVP Kanton Schwyz,SVP Kanton Schwyz,247,3
1579272705641700,Gabriela Suter,Gabriela Suter,246,8
100257256973322,Stark+vernetzt,stark + vernetzt,245,1
15733998334,FDP,FDP,245,1
18087904183,PLR,PLR,244,1
103074632758864,Natacha Albrecht au Conseil National,Natacha Albrecht au Conseil National,241,2
