Page ID,Page name,Disclaimer,Amount spent (CHF),Number of ads in Library
100332749664541,Ja zum Klimaschutz-Gesetz,JA zum Klimaschutz,11604,48
126289610761942,Grünliberale,Grünliberale,11557,54
97220294896,SP Schweiz,SP Schweiz,7731,28
108893095528257,In185-Non,IN 185,4289,13
106321615725425,Oui à la Loi climat,Oui à la loi climat,3969,37
291359247729208,PS Suisse,PS Suisse,3802,15
114275974912005,GE équilibre fiscal,GE équilibre fiscal,3732,20
103426324579756,Ein Lohn zum Leben,Ein Lohn zum Leben,3656,2
179829952053386,Vert'libéraux,Parti vert'libéral Suisse,3582,26
349450293419,Schweizerische Energie-Stiftung SES,Schweizerische Energie-Stiftung SES,3568,26
107793295629503,Tourismus für das Klimagesetz,Tourismuskomitee «JA zum Klimagesetz»,2755,41
169510248558,Die Mitte - Le Centre,Die Mitte,2167,14
1659576160959696,Guido Fluri Stiftung,Guido Fluri Stiftung,2164,24
102014399307738,Direkt,direkt,2008,6
84150672409,SP Stadt Zürich,SP Stadt Zürich,1865,9
122487807413337,Mehr günstige Wohnungen in Zürich,Mehr günstige Wohnungen in Zürich,1597,4
113106815069066,"OUI à la LEFI - Notre logement, c’est toute notre vie",CGI,1573,15
334655940216136,Nein zum Stromfresser-Gesetz,Nein zum Stromfresser-Gesetz,1490,6
737971436234272,StrategieDialog21,StrategieDialog21,1397,9
1012263022170223,HotellerieSuisse,HotellerieSuisse,1336,13
1320679421302500,HabitatDurable,Casafair - HabitatDurable,1292,17
100109808734387,Schweizer Wirtschaft für das Klimagesetz,Schweizer Wirtschaft für das Klimagesetzt,1112,9
112878345109547,NON-in181 - NON à cette bombe fiscale,Fer Genève,1069,11
175478195846132,Les Vert·e·s suisses,Grüne Schweiz,1056,5
257497631736082,Gletscher-Initiative,Verein Klimaschutz Schweiz,1036,11
309380022477251,Casafair,Casafair,912,15
194790813901953,Grüne Schweiz,Grüne Schweiz,851,3
104434902404462,SI all' imposta minima dell'OCSE,Alleanza per la riforma dell’imposta preventiva,843,5
1220118614712552,Non à la loi sur le gaspillage de l'électricité,Non à la loi sur le gaspillage de l'électricité,833,4
51415837765,Greenpeace Switzerland,Greenpeace Switzerland,712,3
1886381148253031,Économie suisse pour la loi climat,Économie Suisse pour la loi climat,684,7
147201418675114,Swissmem,Swissmem,681,23
105023728023626,Forum Wirtschaftsstandort Schweiz,Swissholdings,660,8
1579272705641700,Gabriela Suter,Gabriela Suter,645,11
103915262545181,KMU geprüft,KMU geprüft,624,1
131066326987,SP Kanton Zürich,SP Kanton Zürich,615,9
1027844850652657,Boomerang Ideas,Boomerang Ideas AG,613,202
348181055257294,suisse.ing - Top of Engineering,suisse.ing,577,2
216444012216,EDU - UDF (Eidgenössisch-Demokratische Union),EDU - UDF (Eidgenössisch-Demokratische Union),576,11
255506388731408,Biodiversitätsinitiative / Initiative biodiversité,Biodiversitätsinitiative / Initiative biodiversité,574,18
108204507991414,Zukunft sichern,Allianz für ein JA zur OECD-Mindeststeuer,553,4
